f_timeline.dt_timeline_id;f_timeline.dt_timeline
2007-08-23;39316
2007-08-24;39317
2007-08-25;39318
2007-08-26;39319
2007-08-27;39320
2007-08-28;39321
2007-08-29;39322
2007-08-30;39323
2007-08-31;39324
2007-09-01;39325
2007-09-02;39326
2007-09-03;39327
2007-09-04;39328
2007-09-05;39329
2007-09-06;39330
2007-09-07;39331
2007-09-08;39332
2007-09-09;39333
2007-09-10;39334
2007-09-11;39335
2007-09-12;39336
2007-09-13;39337
2007-09-14;39338
2007-09-15;39339
2007-09-16;39340
2007-09-17;39341
2007-09-18;39342
2007-09-19;39343
2007-09-20;39344
2007-09-21;39345
2007-09-22;39346
2007-09-23;39347
2007-09-24;39348
2007-09-25;39349
2007-09-26;39350
2007-09-27;39351
2007-09-28;39352
2007-09-29;39353
2007-09-30;39354
2007-10-01;39355
2007-10-02;39356
2007-10-03;39357
2007-10-04;39358
2007-10-05;39359
2007-10-06;39360
2007-10-07;39361
2007-10-08;39362
2007-10-09;39363
2007-10-10;39364
2007-10-11;39365
2007-10-12;39366
2007-10-13;39367
2007-10-14;39368
2007-10-15;39369
2007-10-16;39370
2007-10-17;39371
2007-10-18;39372
2007-10-19;39373
2007-10-20;39374
2007-10-21;39375
2007-10-22;39376
2007-10-23;39377
2007-10-24;39378
2007-10-25;39379
2007-10-26;39380
2007-10-27;39381
2007-10-28;39382
2007-10-29;39383
2007-10-30;39384
2007-10-31;39385
2007-11-01;39386
2007-11-02;39387
2007-11-03;39388
2007-11-04;39389
2007-11-05;39390
2007-11-06;39391
2007-11-07;39392
2007-11-08;39393
2007-11-09;39394
2007-11-10;39395
2007-11-11;39396
2007-11-12;39397
2007-11-13;39398
2007-11-14;39399
2007-11-15;39400
2007-11-16;39401
2007-11-17;39402
2007-11-18;39403
2007-11-19;39404
2007-11-20;39405
2007-11-21;39406
2007-11-22;39407
2007-11-23;39408
2007-11-24;39409
2007-11-25;39410
2007-11-26;39411
2007-11-27;39412
2007-11-28;39413
2007-11-29;39414
2007-11-30;39415
2007-12-01;39416
2007-12-02;39417
2007-12-03;39418
2007-12-04;39419
2007-12-05;39420
2007-12-06;39421
2007-12-07;39422
2007-12-08;39423
2007-12-09;39424
2007-12-10;39425
2007-12-11;39426
2007-12-12;39427
2007-12-13;39428
2007-12-14;39429
2007-12-15;39430
2007-12-16;39431
2007-12-17;39432
2007-12-18;39433
2007-12-19;39434
2007-12-20;39435
2007-12-21;39436
2007-12-22;39437
2007-12-23;39438
2007-12-24;39439
2007-12-25;39440
2007-12-26;39441
2007-12-27;39442
2007-12-28;39443
2007-12-29;39444
2007-12-30;39445
2007-12-31;39446
2008-01-01;39447
2008-01-02;39448
2008-01-03;39449
2008-01-04;39450
2008-01-05;39451
2008-01-06;39452
2008-01-07;39453
2008-01-08;39454
2008-01-09;39455
2008-01-10;39456
2008-01-11;39457
2008-01-12;39458
2008-01-13;39459
2008-01-14;39460
2008-01-15;39461
2008-01-16;39462
2008-01-17;39463
2008-01-18;39464
2008-01-19;39465
2008-01-20;39466
2008-01-21;39467
2008-01-22;39468
2008-01-23;39469
2008-01-24;39470
2008-01-25;39471
2008-01-26;39472
2008-01-27;39473
2008-01-28;39474
2008-01-29;39475
2008-01-30;39476
2008-01-31;39477
2008-02-01;39478
2008-02-02;39479
2008-02-03;39480
2008-02-04;39481
2008-02-05;39482
2008-02-06;39483
2008-02-07;39484
2008-02-08;39485
2008-02-09;39486
2008-02-10;39487
2008-02-11;39488
2008-02-12;39489
2008-02-13;39490
2008-02-14;39491
2008-02-15;39492
2008-02-16;39493
2008-02-17;39494
2008-02-18;39495
2008-02-19;39496
2008-02-20;39497
2008-02-21;39498
2008-02-22;39499
2008-02-23;39500
2008-02-24;39501
2008-02-25;39502
2008-02-26;39503
2008-02-27;39504
2008-02-28;39505
2008-02-29;39506
2008-03-01;39507
2008-03-02;39508
2008-03-03;39509
2008-03-04;39510
2008-03-05;39511
2008-03-06;39512
2008-03-07;39513
2008-03-08;39514
2008-03-09;39515
2008-03-10;39516
2008-03-11;39517
2008-03-12;39518
2008-03-13;39519
2008-03-14;39520
2008-03-15;39521
2008-03-16;39522
2008-03-17;39523
2008-03-18;39524
2008-03-19;39525
2008-03-20;39526
2008-03-21;39527
2008-03-22;39528
2008-03-23;39529
2008-03-24;39530
2008-03-25;39531
2008-03-26;39532
2008-03-27;39533
2008-03-28;39534
2008-03-29;39535
2008-03-30;39536
2008-03-31;39537
2008-04-01;39538
2008-04-02;39539
2008-04-03;39540
2008-04-04;39541
2008-04-05;39542
2008-04-06;39543
2008-04-07;39544
2008-04-08;39545
2008-04-09;39546
2008-04-10;39547
2008-04-11;39548
2008-04-12;39549
2008-04-13;39550
2008-04-14;39551
2008-04-15;39552
2008-04-16;39553
2008-04-17;39554
2008-04-18;39555
2008-04-19;39556
2008-04-20;39557
2008-04-21;39558
2008-04-22;39559
2008-04-23;39560
2008-04-24;39561
2008-04-25;39562
2008-04-26;39563
2008-04-27;39564
2008-04-28;39565
2008-04-29;39566
2008-04-30;39567
2008-05-01;39568
2008-05-02;39569
2008-05-03;39570
2008-05-04;39571
2008-05-05;39572
2008-05-06;39573
2008-05-07;39574
2008-05-08;39575
2008-05-09;39576
2008-05-10;39577
2008-05-11;39578
2008-05-12;39579
2008-05-13;39580
2008-05-14;39581
2008-05-15;39582
2008-05-16;39583
2008-05-17;39584
2008-05-18;39585
2008-05-19;39586
2008-05-20;39587
2008-05-21;39588
2008-05-22;39589
2008-05-23;39590
2008-05-24;39591
2008-05-25;39592
2008-05-26;39593
2008-05-27;39594
2008-05-28;39595
2008-05-29;39596
2008-05-30;39597
2008-05-31;39598
2008-06-01;39599
2008-06-02;39600
2008-06-03;39601
2008-06-04;39602
2008-06-05;39603
2008-06-06;39604
2008-06-07;39605
2008-06-08;39606
2008-06-09;39607
2008-06-10;39608
2008-06-11;39609
2008-06-12;39610
2008-06-13;39611
2008-06-14;39612
2008-06-15;39613
2008-06-16;39614
2008-06-17;39615
2008-06-18;39616
2008-06-19;39617
2008-06-20;39618
2008-06-21;39619
2008-06-22;39620
2008-06-23;39621
2008-06-24;39622
2008-06-25;39623
2008-06-26;39624
2008-06-27;39625
2008-06-28;39626
2008-06-29;39627
2008-06-30;39628
2008-07-01;39629
2008-07-02;39630
2008-07-03;39631
2008-07-04;39632
2008-07-05;39633
2008-07-06;39634
2008-07-07;39635
2008-07-08;39636
2008-07-09;39637
2008-07-10;39638
2008-07-11;39639
2008-07-12;39640
2008-07-13;39641
2008-07-14;39642
2008-07-15;39643
2008-07-16;39644
2008-07-17;39645
2008-07-18;39646
2008-07-19;39647
2008-07-20;39648
2008-07-21;39649
2008-07-22;39650
2008-07-23;39651
2008-07-24;39652
2008-07-25;39653
2008-07-26;39654
2008-07-27;39655
2008-07-28;39656
2008-07-29;39657
2008-07-30;39658
2008-07-31;39659
2008-08-01;39660
2008-08-02;39661
2008-08-03;39662
2008-08-04;39663
2008-08-05;39664
2008-08-06;39665
2008-08-07;39666
2008-08-08;39667
2008-08-09;39668
2008-08-10;39669
2008-08-11;39670
2008-08-12;39671
2008-08-13;39672
2008-08-14;39673
2008-08-15;39674
2008-08-16;39675
2008-08-17;39676
2008-08-18;39677
2008-08-19;39678
2008-08-20;39679
2008-08-21;39680
2008-08-22;39681
2008-08-23;39682
2008-08-24;39683
2008-08-25;39684
2008-08-26;39685
2008-08-27;39686
2008-08-28;39687
2008-08-29;39688
2008-08-30;39689
2008-08-31;39690
2008-09-01;39691
2008-09-02;39692
2008-09-03;39693
2008-09-04;39694
2008-09-05;39695
2008-09-06;39696
2008-09-07;39697
2008-09-08;39698
2008-09-09;39699
2008-09-10;39700
2008-09-11;39701
2008-09-12;39702
2008-09-13;39703
2008-09-14;39704
2008-09-15;39705
2008-09-16;39706
2008-09-17;39707
2008-09-18;39708
2008-09-19;39709
2008-09-20;39710
2008-09-21;39711
2008-09-22;39712
2008-09-23;39713
2008-09-24;39714
2008-09-25;39715
2008-09-26;39716
2008-09-27;39717
2008-09-28;39718
2008-09-29;39719
2008-09-30;39720
2008-10-01;39721
2008-10-02;39722
2008-10-03;39723
2008-10-04;39724
2008-10-05;39725
2008-10-06;39726
2008-10-07;39727
2008-10-08;39728
2008-10-09;39729
2008-10-10;39730
2008-10-11;39731
2008-10-12;39732
2008-10-13;39733
2008-10-14;39734
2008-10-15;39735
2008-10-16;39736
2008-10-17;39737
2008-10-18;39738
2008-10-19;39739
2008-10-20;39740
2008-10-21;39741
2008-10-22;39742
2008-10-23;39743
2008-10-24;39744
2008-10-25;39745
2008-10-26;39746
2008-10-27;39747
2008-10-28;39748
2008-10-29;39749
2008-10-30;39750
2008-10-31;39751
2008-11-01;39752
2008-11-02;39753
2008-11-03;39754
2008-11-04;39755
2008-11-05;39756
2008-11-06;39757
2008-11-07;39758
2008-11-08;39759
2008-11-09;39760
2008-11-10;39761
2008-11-11;39762
2008-11-12;39763
2008-11-13;39764
2008-11-14;39765
2008-11-15;39766
2008-11-16;39767
2008-11-17;39768
2008-11-18;39769
2008-11-19;39770
2008-11-20;39771
2008-11-21;39772
2008-11-22;39773
2008-11-23;39774
2008-11-24;39775
2008-11-25;39776
2008-11-26;39777
2008-11-27;39778
2008-11-28;39779
2008-11-29;39780
2008-11-30;39781
2008-12-01;39782
2008-12-02;39783
2008-12-03;39784
2008-12-04;39785
2008-12-05;39786
2008-12-06;39787
2008-12-07;39788
2008-12-08;39789
2008-12-09;39790
2008-12-10;39791
2008-12-11;39792
2008-12-12;39793
2008-12-13;39794
2008-12-14;39795
2008-12-15;39796
2008-12-16;39797
2008-12-17;39798
2008-12-18;39799
2008-12-19;39800
2008-12-20;39801
2008-12-21;39802
2008-12-22;39803
2008-12-23;39804
2008-12-24;39805
2008-12-25;39806
2008-12-26;39807
2008-12-27;39808
2008-12-28;39809
2008-12-29;39810
2008-12-30;39811
2008-12-31;39812
2009-01-01;39813
2009-01-02;39814
2009-01-03;39815
2009-01-04;39816
2009-01-05;39817
2009-01-06;39818
2009-01-07;39819
2009-01-08;39820
2009-01-09;39821
2009-01-10;39822
2009-01-11;39823
2009-01-12;39824
2009-01-13;39825
2009-01-14;39826
2009-01-15;39827
2009-01-16;39828
2009-01-17;39829
2009-01-18;39830
2009-01-19;39831
2009-01-20;39832
2009-01-21;39833
2009-01-22;39834
2009-01-23;39835
2009-01-24;39836
2009-01-25;39837
2009-01-26;39838
2009-01-27;39839
2009-01-28;39840
2009-01-29;39841
2009-01-30;39842
2009-01-31;39843
2009-02-01;39844
2009-02-02;39845
2009-02-03;39846
2009-02-04;39847
2009-02-05;39848
2009-02-06;39849
2009-02-07;39850
2009-02-08;39851
2009-02-09;39852
2009-02-10;39853
2009-02-11;39854
2009-02-12;39855
2009-02-13;39856
2009-02-14;39857
2009-02-15;39858
2009-02-16;39859
2009-02-17;39860
2009-02-18;39861
2009-02-19;39862
2009-02-20;39863
2009-02-21;39864
2009-02-22;39865
2009-02-23;39866
2009-02-24;39867
2009-02-25;39868
2009-02-26;39869
2009-02-27;39870
2009-02-28;39871
2009-03-01;39872
2009-03-02;39873
2009-03-03;39874
2009-03-04;39875
2009-03-05;39876
2009-03-06;39877
2009-03-07;39878
2009-03-08;39879
2009-03-09;39880
2009-03-10;39881
2009-03-11;39882
2009-03-12;39883
2009-03-13;39884
2009-03-14;39885
2009-03-15;39886
2009-03-16;39887
2009-03-17;39888
2009-03-18;39889
2009-03-19;39890
2009-03-20;39891
2009-03-21;39892
2009-03-22;39893
2009-03-23;39894
2009-03-24;39895
2009-03-25;39896
2009-03-26;39897
2009-03-27;39898
2009-03-28;39899
2009-03-29;39900
2009-03-30;39901
2009-03-31;39902
2009-04-01;39903
2009-04-02;39904
2009-04-03;39905
2009-04-04;39906
2009-04-05;39907
2009-04-06;39908
2009-04-07;39909
2009-04-08;39910
2009-04-09;39911
2009-04-10;39912
2009-04-11;39913
2009-04-12;39914
2009-04-13;39915
2009-04-14;39916
2009-04-15;39917
2009-04-16;39918
2009-04-17;39919
2009-04-18;39920
2009-04-19;39921
2009-04-20;39922
2009-04-21;39923
2009-04-22;39924
2009-04-23;39925
2009-04-24;39926
2009-04-25;39927
2009-04-26;39928
2009-04-27;39929
2009-04-28;39930
2009-04-29;39931
2009-04-30;39932
2009-05-01;39933
2009-05-02;39934
2009-05-03;39935
2009-05-04;39936
2009-05-05;39937
2009-05-06;39938
2009-05-07;39939
2009-05-08;39940
2009-05-09;39941
2009-05-10;39942
2009-05-11;39943
2009-05-12;39944
2009-05-13;39945
2009-05-14;39946
2009-05-15;39947
2009-05-16;39948
2009-05-17;39949
2009-05-18;39950
2009-05-19;39951
2009-05-20;39952
2009-05-21;39953
2009-05-22;39954
2009-05-23;39955
2009-05-24;39956
2009-05-25;39957
2009-05-26;39958
2009-05-27;39959
2009-05-28;39960
2009-05-29;39961
2009-05-30;39962
2009-05-31;39963
2009-06-01;39964
2009-06-02;39965
2009-06-03;39966
2009-06-04;39967
2009-06-05;39968
2009-06-06;39969
2009-06-07;39970
2009-06-08;39971
2009-06-09;39972
2009-06-10;39973
2009-06-11;39974
2009-06-12;39975
2009-06-13;39976
2009-06-14;39977
2009-06-15;39978
2009-06-16;39979
2009-06-17;39980
2009-06-18;39981
2009-06-19;39982
2009-06-20;39983
2009-06-21;39984
2009-06-22;39985
2009-06-23;39986
2009-06-24;39987
2009-06-25;39988
2009-06-26;39989
2009-06-27;39990
2009-06-28;39991
2009-06-29;39992
2009-06-30;39993
2009-07-01;39994
2009-07-02;39995
2009-07-03;39996
2009-07-04;39997
2009-07-05;39998
2009-07-06;39999
2009-07-07;40000
2009-07-08;40001
2009-07-09;40002
2009-07-10;40003
2009-07-11;40004
2009-07-12;40005
2009-07-13;40006
2009-07-14;40007
2009-07-15;40008
2009-07-16;40009
2009-07-17;40010
2009-07-18;40011
2009-07-19;40012
2009-07-20;40013
2009-07-21;40014
2009-07-22;40015
2009-07-23;40016
2009-07-24;40017
2009-07-25;40018
2009-07-26;40019
2009-07-27;40020
2009-07-28;40021
2009-07-29;40022
2009-07-30;40023
2009-07-31;40024
2009-08-01;40025
2009-08-02;40026
2009-08-03;40027
2009-08-04;40028
2009-08-05;40029
2009-08-06;40030
2009-08-07;40031
2009-08-08;40032
2009-08-09;40033
2009-08-10;40034
2009-08-11;40035
2009-08-12;40036
2009-08-13;40037
2009-08-14;40038
2009-08-15;40039
2009-08-16;40040
2009-08-17;40041
2009-08-18;40042
2009-08-19;40043
2009-08-20;40044
2009-08-21;40045
2009-08-22;40046
2009-08-23;40047
2009-08-24;40048
2009-08-25;40049
2009-08-26;40050
2009-08-27;40051
2009-08-28;40052
2009-08-29;40053
2009-08-30;40054
2009-08-31;40055
2009-09-01;40056
2009-09-02;40057
2009-09-03;40058
2009-09-04;40059
2009-09-05;40060
2009-09-06;40061
2009-09-07;40062
2009-09-08;40063
2009-09-09;40064
2009-09-10;40065
2009-09-11;40066
2009-09-12;40067
2009-09-13;40068
2009-09-14;40069
2009-09-15;40070
2009-09-16;40071
2009-09-17;40072
2009-09-18;40073
2009-09-19;40074
2009-09-20;40075
2009-09-21;40076
2009-09-22;40077
2009-09-23;40078
2009-09-24;40079
2009-09-25;40080
2009-09-26;40081
2009-09-27;40082
2009-09-28;40083
2009-09-29;40084
2009-09-30;40085
2009-10-01;40086
2009-10-02;40087
2009-10-03;40088
2009-10-04;40089
2009-10-05;40090
2009-10-06;40091
2009-10-07;40092
2009-10-08;40093
2009-10-09;40094
2009-10-10;40095
2009-10-11;40096
2009-10-12;40097
2009-10-13;40098
2009-10-14;40099
2009-10-15;40100
2009-10-16;40101
2009-10-17;40102
2009-10-18;40103
2009-10-19;40104
2009-10-20;40105
2009-10-21;40106
2009-10-22;40107
2009-10-23;40108
2009-10-24;40109
2009-10-25;40110
2009-10-26;40111
2009-10-27;40112
2009-10-28;40113
2009-10-29;40114
2009-10-30;40115
2009-10-31;40116
2009-11-01;40117
2009-11-02;40118
2009-11-03;40119
2009-11-04;40120
2009-11-05;40121
2009-11-06;40122
2009-11-07;40123
2009-11-08;40124
2009-11-09;40125
2009-11-10;40126
2009-11-11;40127
2009-11-12;40128
2009-11-13;40129
2009-11-14;40130
2009-11-15;40131
2009-11-16;40132
2009-11-17;40133
2009-11-18;40134
2009-11-19;40135
2009-11-20;40136
2009-11-21;40137
2009-11-22;40138
2009-11-23;40139
2009-11-24;40140
2009-11-25;40141
2009-11-26;40142
2009-11-27;40143
2009-11-28;40144
2009-11-29;40145
2009-11-30;40146
2009-12-01;40147
2009-12-02;40148
2009-12-03;40149
2009-12-04;40150
2009-12-05;40151
2009-12-06;40152
2009-12-07;40153
2009-12-08;40154
2009-12-09;40155
2009-12-10;40156
2009-12-11;40157
2009-12-12;40158
2009-12-13;40159
2009-12-14;40160
2009-12-15;40161
2009-12-16;40162
2009-12-17;40163
2009-12-18;40164
2009-12-19;40165
2009-12-20;40166
2009-12-21;40167
2009-12-22;40168
2009-12-23;40169
2009-12-24;40170
2009-12-25;40171
2009-12-26;40172
2009-12-27;40173
2009-12-28;40174
2009-12-29;40175
2009-12-30;40176
2009-12-31;40177
2010-01-01;40178
2010-01-02;40179
2010-01-03;40180
2010-01-04;40181
2010-01-05;40182
2010-01-06;40183
2010-01-07;40184
2010-01-08;40185
2010-01-09;40186
2010-01-10;40187
2010-01-11;40188
2010-01-12;40189
2010-01-13;40190
2010-01-14;40191
2010-01-15;40192
2010-01-16;40193
2010-01-17;40194
2010-01-18;40195
2010-01-19;40196
2010-01-20;40197
2010-01-21;40198
2010-01-22;40199
2010-01-23;40200
2010-01-24;40201
2010-01-25;40202
2010-01-26;40203
2010-01-27;40204
2010-01-28;40205
2010-01-29;40206
2010-01-30;40207
2010-01-31;40208
2010-02-01;40209
2010-02-02;40210
2010-02-03;40211
2010-02-04;40212
2010-02-05;40213
2010-02-06;40214
2010-02-07;40215
2010-02-08;40216
2010-02-09;40217
2010-02-10;40218
2010-02-11;40219
2010-02-12;40220
2010-02-13;40221
2010-02-14;40222
2010-02-15;40223
2010-02-16;40224
2010-02-17;40225
2010-02-18;40226
2010-02-19;40227
2010-02-20;40228
2010-02-21;40229
2010-02-22;40230
2010-02-23;40231
2010-02-24;40232
2010-02-25;40233
2010-02-26;40234
2010-02-27;40235
2010-02-28;40236
2010-03-01;40237
2010-03-02;40238
2010-03-03;40239
2010-03-04;40240
2010-03-05;40241
2010-03-06;40242
2010-03-07;40243
2010-03-08;40244
2010-03-09;40245
2010-03-10;40246
2010-03-11;40247
2010-03-12;40248
2010-03-13;40249
2010-03-14;40250
2010-03-15;40251
2010-03-16;40252
2010-03-17;40253
2010-03-18;40254
2010-03-19;40255
2010-03-20;40256
2010-03-21;40257
2010-03-22;40258
2010-03-23;40259
2010-03-24;40260
2010-03-25;40261
2010-03-26;40262
2010-03-27;40263
2010-03-28;40264
2010-03-29;40265
2010-03-30;40266
2010-03-31;40267
2010-04-01;40268
2010-04-02;40269
2010-04-03;40270
2010-04-04;40271
2010-04-05;40272
2010-04-06;40273
2010-04-07;40274
2010-04-08;40275
2010-04-09;40276
2010-04-10;40277
2010-04-11;40278
2010-04-12;40279
2010-04-13;40280
2010-04-14;40281
2010-04-15;40282
2010-04-16;40283
2010-04-17;40284
2010-04-18;40285
2010-04-19;40286
2010-04-20;40287
2010-04-21;40288
2010-04-22;40289
2010-04-23;40290
2010-04-24;40291
2010-04-25;40292
2010-04-26;40293
2010-04-27;40294
2010-04-28;40295
2010-04-29;40296
2010-04-30;40297
2010-05-01;40298
2010-05-02;40299
2010-05-03;40300
2010-05-04;40301
2010-05-05;40302
2010-05-06;40303
2010-05-07;40304
2010-05-08;40305
2010-05-09;40306
2010-05-10;40307
2010-05-11;40308
2010-05-12;40309
2010-05-13;40310
2010-05-14;40311
2010-05-15;40312
2010-05-16;40313
2010-05-17;40314
2010-05-18;40315
2010-05-19;40316
2010-05-20;40317
2010-05-21;40318
2010-05-22;40319
2010-05-23;40320
2010-05-24;40321
2010-05-25;40322
2010-05-26;40323
2010-05-27;40324
2010-05-28;40325
2010-05-29;40326
2010-05-30;40327
2010-05-31;40328
2010-06-01;40329
2010-06-02;40330
2010-06-03;40331
2010-06-04;40332
2010-06-05;40333
2010-06-06;40334
2010-06-07;40335
2010-06-08;40336
2010-06-09;40337
2010-06-10;40338
2010-06-11;40339
2010-06-12;40340
2010-06-13;40341
2010-06-14;40342
2010-06-15;40343
2010-06-16;40344
2010-06-17;40345
2010-06-18;40346
2010-06-19;40347
2010-06-20;40348
2010-06-21;40349
2010-06-22;40350
2010-06-23;40351
2010-06-24;40352
2010-06-25;40353
2010-06-26;40354
2010-06-27;40355
2010-06-28;40356
2010-06-29;40357
2010-06-30;40358
2010-07-01;40359
2010-07-02;40360
2010-07-03;40361
2010-07-04;40362
2010-07-05;40363
2010-07-06;40364
2010-07-07;40365
2010-07-08;40366
2010-07-09;40367
2010-07-10;40368
2010-07-11;40369
2010-07-12;40370
2010-07-13;40371
2010-07-14;40372
2010-07-15;40373
2010-07-16;40374
2010-07-17;40375
2010-07-18;40376
2010-07-19;40377
2010-07-20;40378
2010-07-21;40379
2010-07-22;40380
2010-07-23;40381
2010-07-24;40382
2010-07-25;40383
2010-07-26;40384
2010-07-27;40385
2010-07-28;40386
2010-07-29;40387
2010-07-30;40388
2010-07-31;40389
2010-08-01;40390
2010-08-02;40391
2010-08-03;40392
2010-08-04;40393
2010-08-05;40394
2010-08-06;40395
2010-08-07;40396
2010-08-08;40397
2010-08-09;40398
2010-08-10;40399
2010-08-11;40400
2010-08-12;40401
2010-08-13;40402
2010-08-14;40403
2010-08-15;40404
2010-08-16;40405
2010-08-17;40406
2010-08-18;40407
2010-08-19;40408
2010-08-20;40409
2010-08-21;40410
2010-08-22;40411
2010-08-23;40412
2010-08-24;40413
2010-08-25;40414
2010-08-26;40415
2010-08-27;40416
2010-08-28;40417
2010-08-29;40418
2010-08-30;40419
2010-08-31;40420
2010-09-01;40421
2010-09-02;40422
2010-09-03;40423
2010-09-04;40424
2010-09-05;40425
2010-09-06;40426
2010-09-07;40427
2010-09-08;40428
2010-09-09;40429
2010-09-10;40430
2010-09-11;40431
2010-09-12;40432
2010-09-13;40433
2010-09-14;40434
2010-09-15;40435
2010-09-16;40436
2010-09-17;40437
2010-09-18;40438
2010-09-19;40439
2010-09-20;40440
2010-09-21;40441
2010-09-22;40442
2010-09-23;40443
2010-09-24;40444
2010-09-25;40445
2010-09-26;40446
2010-09-27;40447
2010-09-28;40448
2010-09-29;40449
2010-09-30;40450
2010-10-01;40451
2010-10-02;40452
2010-10-03;40453
2010-10-04;40454
2010-10-05;40455
2010-10-06;40456
2010-10-07;40457
2010-10-08;40458
2010-10-09;40459
2010-10-10;40460
2010-10-11;40461
2010-10-12;40462
2010-10-13;40463
2010-10-14;40464
2010-10-15;40465
2010-10-16;40466
2010-10-17;40467
2010-10-18;40468
2010-10-19;40469
2010-10-20;40470
2010-10-21;40471
2010-10-22;40472
2010-10-23;40473
2010-10-24;40474
2010-10-25;40475
2010-10-26;40476
2010-10-27;40477
2010-10-28;40478
2010-10-29;40479
2010-10-30;40480
2010-10-31;40481
2010-11-01;40482
2010-11-02;40483
2010-11-03;40484
2010-11-04;40485
2010-11-05;40486
2010-11-06;40487
2010-11-07;40488
2010-11-08;40489
2010-11-09;40490
2010-11-10;40491
2010-11-11;40492
2010-11-12;40493
2010-11-13;40494
2010-11-14;40495
2010-11-15;40496
2010-11-16;40497
2010-11-17;40498
2010-11-18;40499
2010-11-19;40500
2010-11-20;40501
2010-11-21;40502
2010-11-22;40503
2010-11-23;40504
2010-11-24;40505
2010-11-25;40506
2010-11-26;40507
2010-11-27;40508
2010-11-28;40509
2010-11-29;40510
2010-11-30;40511
2010-12-01;40512
2010-12-02;40513
2010-12-03;40514
2010-12-04;40515
2010-12-05;40516
2010-12-06;40517
2010-12-07;40518
2010-12-08;40519
2010-12-09;40520
2010-12-10;40521
2010-12-11;40522
2010-12-12;40523
2010-12-13;40524
2010-12-14;40525
2010-12-15;40526
2010-12-16;40527
2010-12-17;40528
2010-12-18;40529
2010-12-19;40530
2010-12-20;40531
2010-12-21;40532
2010-12-22;40533
2010-12-23;40534
2010-12-24;40535
2010-12-25;40536
2010-12-26;40537
2010-12-27;40538
2010-12-28;40539
2010-12-29;40540
2010-12-30;40541
2010-12-31;40542
2011-01-01;40543
2011-01-02;40544
2011-01-03;40545
2011-01-04;40546
2011-01-05;40547
2011-01-06;40548
2011-01-07;40549
2011-01-08;40550
2011-01-09;40551
2011-01-10;40552
2011-01-11;40553
2011-01-12;40554
2011-01-13;40555
2011-01-14;40556
2011-01-15;40557
2011-01-16;40558
2011-01-17;40559
2011-01-18;40560
2011-01-19;40561
2011-01-20;40562
2011-01-21;40563
2011-01-22;40564
2011-01-23;40565
2011-01-24;40566
2011-01-25;40567
2011-01-26;40568
2011-01-27;40569
2011-01-28;40570
2011-01-29;40571
2011-01-30;40572
2011-01-31;40573
2011-02-01;40574
2011-02-02;40575
2011-02-03;40576
2011-02-04;40577
2011-02-05;40578
2011-02-06;40579
2011-02-07;40580
2011-02-08;40581
2011-02-09;40582
2011-02-10;40583
2011-02-11;40584
2011-02-12;40585
2011-02-13;40586
2011-02-14;40587
2011-02-15;40588
2011-02-16;40589
2011-02-17;40590
2011-02-18;40591
2011-02-19;40592
2011-02-20;40593
2011-02-21;40594
2011-02-22;40595
2011-02-23;40596
2011-02-24;40597
2011-02-25;40598
2011-02-26;40599
2011-02-27;40600
2011-02-28;40601
2011-03-01;40602
2011-03-02;40603
2011-03-03;40604
2011-03-04;40605
2011-03-05;40606
2011-03-06;40607
2011-03-07;40608
2011-03-08;40609
2011-03-09;40610
2011-03-10;40611
2011-03-11;40612
2011-03-12;40613
2011-03-13;40614
2011-03-14;40615
2011-03-15;40616
2011-03-16;40617
2011-03-17;40618
2011-03-18;40619
2011-03-19;40620
2011-03-20;40621
2011-03-21;40622
2011-03-22;40623
2011-03-23;40624
2011-03-24;40625
2011-03-25;40626
2011-03-26;40627
2011-03-27;40628
2011-03-28;40629
2011-03-29;40630
2011-03-30;40631
2011-03-31;40632
2011-04-01;40633
2011-04-02;40634
2011-04-03;40635
2011-04-04;40636
2011-04-05;40637
2011-04-06;40638
2011-04-07;40639
2011-04-08;40640
2011-04-09;40641
2011-04-10;40642
2011-04-11;40643
2011-04-12;40644
2011-04-13;40645
2011-04-14;40646
2011-04-15;40647
2011-04-16;40648
2011-04-17;40649
2011-04-18;40650
2011-04-19;40651
2011-04-20;40652
2011-04-21;40653
2011-04-22;40654
2011-04-23;40655
2011-04-24;40656
2011-04-25;40657
2011-04-26;40658
2011-04-27;40659
2011-04-28;40660
2011-04-29;40661
2011-04-30;40662
2011-05-01;40663
2011-05-02;40664
2011-05-03;40665
2011-05-04;40666
2011-05-05;40667
2011-05-06;40668
2011-05-07;40669
2011-05-08;40670
2011-05-09;40671
2011-05-10;40672
2011-05-11;40673
2011-05-12;40674
2011-05-13;40675
2011-05-14;40676
2011-05-15;40677
2011-05-16;40678
2011-05-17;40679
2011-05-18;40680
2011-05-19;40681
2011-05-20;40682
2011-05-21;40683
2011-05-22;40684
2011-05-23;40685
2011-05-24;40686
2011-05-25;40687
2011-05-26;40688
2011-05-27;40689
2011-05-28;40690
2011-05-29;40691
2011-05-30;40692
2011-05-31;40693
2011-06-01;40694
2011-06-02;40695
2011-06-03;40696
2011-06-04;40697
2011-06-05;40698
2011-06-06;40699
2011-06-07;40700
2011-06-08;40701
2011-06-09;40702
2011-06-10;40703
2011-06-11;40704
2011-06-12;40705
2011-06-13;40706
2011-06-14;40707
2011-06-15;40708
2011-06-16;40709
2011-06-17;40710
2011-06-18;40711
2011-06-19;40712
